id,id_transaksi,item,tanggal
654,1JC-22010412040,NIPPON SPOT-LESS PASTEL BASE 18.80L,2022/1/4
655,1JC-22010412040,CORNIS A PLUS ADHESIVE 1KG,2022/1/4
656,1JC-22010412040,# AMPLAS ROLL PRIMERO 320,2022/1/4
657,1JC-22010412040,ACE 7 SCRAPER PLASTERBOARD,2022/1/4
658,1JC-22010412040,BEE BRAND 1000 PASTEL BASE 2.35L,2022/1/4
706,1JC-22010418004,GALVALUM G TRUST 20X40X0.35MMX4MTR,2022/1/4
707,1JC-22010418004,KANAL C 0.80MMX6MTR KENCANA,2022/1/4
708,1JC-22010418004,RENG 0.45MMX6MTR KENCANA KECIL LIPAT,2022/1/4
709,1JC-22010418004,WALL ANGEL UK. 0.80MMX3MTR KENCANA,2022/1/4
710,1JC-22010418004,# DRILLING 5X50,2022/1/4
711,1JC-22010418004,# DRILLING 8X13,2022/1/4
712,1JC-22010418004,# PAKU BETON 1 1/2,2022/1/4
986,1JC-22010512055,ACE 230MM ROLLER COVER BUDGET,2022/1/5
987,1JC-22010512055,# SARINGAN GOT YSK STAINLESS 10X10CM,2022/1/5
988,1JC-22010512055,# SARINGAN GOT NEW STAR PANJANG ANTI TIKUS,2022/1/5
989,1JC-22010512055,ACE 110MM MINI ROLLER COVER BUDGET,2022/1/5
990,1JC-22010512055,# CORONG TALANG PVC HITAM 3INC,2022/1/5
991,1JC-22010512055,LEMKRA NAT FS 210 CREAM 1KG,2022/1/5
992,1JC-22010512055,AQUAPROOF ABU-ABU MUDA 062 4KG,2022/1/5
993,1JC-22010512055,SERAT FIBER 29CMX46CM,2022/1/5
1028,1JC-22010512075,ACE 7 SCRAPER PLASTERBOARD,2022/1/5
1029,1JC-22010512075,NIPPON VINILEX TINTING PASTEL BASE 1.3KG,2022/1/5
1030,1JC-22010512075,KUAS CAP MATA BAGUS 4INC,2022/1/5
1031,1JC-22010512075,NIPPON VINILEX 300 WHITE 5KG,2022/1/5
1032,1JC-22010512075,# BAK CAT MIRING PINE HILL HIJAU,2022/1/5
1033,1JC-22010512075,# KUAS ROLL ETERNA,2022/1/5
1034,1JC-22010512075,NIPPON THINNER B 0.8L,2022/1/5
1035,1JC-22010512075,# KUAS CAT 633 ETERNA 2 INC,2022/1/5
1036,1JC-22010512075,BEE BRAND 1000-666 MATT BLACK 0.9L,2022/1/5
1037,1JC-22010512075,NIPPON ELASTEX PASTEL BASE 4KG,2022/1/5
1057,1JC-22010529009,BINTANG THINNER A SPECIAL 0.5 LITER,2022/1/5
1058,1JC-22010529009,BINTANG THINNER A 1 LITER,2022/1/5
1059,1JC-22010529009,BINTANG THINNER A 5 LITER,2022/1/5
1060,1JC-22010529009,# TROWEL KOTAK,2022/1/5
1061,1JC-22010529009,# KASUTAN PLASTIK,2022/1/5
1062,1JC-22010529009,NIPSEA AUTOLUX 66 PE PUTTY BASE 2.94K,2022/1/5
1063,1JC-22010529009,CAT SAMURAI FLAT BLACK 109A 400ML (KUROBRUSH),2022/1/5
1163,1JC-22010531036,# AMPLAS DUCO FUJI STAR NO. 1500,2022/1/5
1164,1JC-22010531036,# ISOLASI KERTAS 1 NACI,2022/1/5
1165,1JC-22010531036,# AMPLAS DUCO 5000 SOLIGEN,2022/1/5
1166,1JC-22010531036,# AMPLAS DUCO FUJI STAR NO. 800,2022/1/5
1167,1JC-22010531036,# AMPLAS DUCO FUJI STAR NO. 1000,2022/1/5
1168,1JC-22010531036,# AMPLAS DUCO 2000 SOLIGEN,2022/1/5
1169,1JC-22010531036,# AMPLAS DUCO FUJI STAR NO. 1200,2022/1/5
1347,1JC-22010629013,NIPPON VINILEX TINTING TINT BASE 1.3KG,2022/1/6
1348,1JC-22010629013,# KUAS KING AMERIKA 4 PUTIH,2022/1/6
1349,1JC-22010629013,# GEMBOK KOTAK KROM BLOSSOM 30MM,2022/1/6
1350,1JC-22010629013,# GRENDEL BESI 4INC,2022/1/6
1351,1JC-22010629013,ORIS OVERVAL PLAT WARNA 388-2.5,2022/1/6
1352,1JC-22010629013,KUAS CAP MATA BAGUS 5INC,2022/1/6
1353,1JC-22010629013,# BAK CAT KOTAK KECIL ABU-ABU,2022/1/6
1390,1JC-22010631002,PIPA WAVIN AW 3/4,2022/1/6
1391,1JC-22010631002,# BALLVALVE PVC SOLIGEN TAIWAN 3/4 CN001,2022/1/6
1392,1JC-22010631002,PVC FAUCET SOCKET AW 3/4,2022/1/6
1393,1JC-22010631002,PVC TEE AW 3/4,2022/1/6
1394,1JC-22010631002,SEAL TAPE DCOTA 10M NEW 480,2022/1/6
1395,1JC-22010631002,PVC ELBOW AW 3/4,2022/1/6
1396,1JC-22010631002,PVC VALVE SOCKET AW 1X3/4,2022/1/6
1445,1JC-22010631025,NIPPON THINNER A SPECIAL 1L,2022/1/6
1446,1JC-22010631025,# ISOLASI KERTAS 1 NACI,2022/1/6
1447,1JC-22010631025,# AMPLAS DUCO FUJI STAR NO. 600,2022/1/6
1448,1JC-22010631025,# AMPLAS DUCO FUJI STAR NO. 360,2022/1/6
1449,1JC-22010631025,NIPPE 2000-1006 SUZUKI BLUE 1L,2022/1/6
1450,1JC-22010631025,NIPSEA AUTOLUX 66 PE PUTTY BASE 0.98K,2022/1/6
1451,1JC-22010631025,TALI TAMPAR UK. 7MMX30MTR FNB WALRUS ROPE,2022/1/6
1452,1JC-22010631025,# KAPI RUN SET,2022/1/6
1453,1JC-22010631025,# AMPLAS DUCO FUJI STAR NO. 800,2022/1/6
1525,1JC-22010712011,PVC VALVE SOCKET AW 1X3/4,2022/1/7
1526,1JC-22010712011,SEAL TAPE DCOTA 10M NEW 480,2022/1/7
1527,1JC-22010712011,PVC VALVE SOCKET AW 1,2022/1/7
1528,1JC-22010712011,PVC ELBOW AW 3/4,2022/1/7
1529,1JC-22010712011,PVC REDUCER SOCKET AW 1X1 1/4,2022/1/7
1530,1JC-22010712011,PVC FAUCET ELBOW AW 3/4,2022/1/7
1531,1JC-22010712011,# 1/2 KRAN HITAM BONUCCI,2022/1/7
1532,1JC-22010712011,# POMPA SANYO P-H125A 125W OTOMATIS,2022/1/7
1533,1JC-22010712011,# WATER MUR DRAT LUAR SOLIGEN CN007 1X3/4INC,2022/1/7
1534,1JC-22010712011,# BALLVALVE PVC SOLIGEN TAIWAN 3/4 CN001,2022/1/7
1535,1JC-22010712011,# BALLVALVE JIA RONG 1,2022/1/7
1536,1JC-22010712011,TRILLIUN PUREFLO REDUCER AW 1X3/4,2022/1/7
1537,1JC-22010712011,PVC ELBOW AW 1,2022/1/7
1685,1JC-22010731021,SERAT FIBER 29CMX46CM,2022/1/7
1686,1JC-22010731021,ACE 7 SCRAPER PLASTERBOARD,2022/1/7
1687,1JC-22010731021,# ISOLASI/PERBAN GYPSUM,2022/1/7
1688,1JC-22010731021,CAT PARAGON PUTIH 5KG,2022/1/7
1689,1JC-22010731021,# SEKRUP KALSIBOARD 6X1,2022/1/7
1690,1JC-22010731021,# SEKRUP GYPSUM 2X6,2022/1/7
1691,1JC-22010731021,LEM PUTIH RAJAWALI 0.8KG,2022/1/7
1692,1JC-22010731021,ACE 230MM COVER + FRAME ROLLER BUDGET,2022/1/7
1693,1JC-22010731021,AQUAPROOF TERAKOTA 042 4KG,2022/1/7
1694,1JC-22010731021,# KAPI GAGANG KARET 2 INC,2022/1/7
1695,1JC-22010731021,CORNIS A PLUS ADHESIVE 1KG,2022/1/7
1775,1JC-22010812011,# SIKU L STAINLESS STEEL 4X4,2022/1/8
1776,1JC-22010812011,EISEN SPRAY GUN F-75G PTE-0002,2022/1/8
1777,1JC-22010812011,NIPSEA AUTOLUX 66 PE PUTTY BASE 0.98K,2022/1/8
1778,1JC-22010812011,LAKONI FALCON 123 IX LAS MESIN,2022/1/8
1779,1JC-22010812011,GLASS AND TILE DRILL BIT 8X80MM (CD70880),2022/1/8
1780,1JC-22010812011,EISEN RECOIL HOSE 6 METER BLUE (EIS-PNE-0004),2022/1/8
1781,1JC-22010812011,EISEN JAPAN FEMALE PLUG PF 20 ACC-0004,2022/1/8
1782,1JC-22010812011,BOSCH SDS PLUS 1 DRIL BIT6MMX150/210MM 2608680264,2022/1/8
1783,1JC-22010812011,LAKONI COMPRESSOR BASIC 9S,2022/1/8
1784,1JC-22010812011,KANSAI ZINC PHOSPATE PRIMER L.GREY 5KG,2022/1/8
1785,1JC-22010812011,# TARIKAN LACI KNOB SEGI BRABUS (2898),2022/1/8
1786,1JC-22010812011,# ALDO COUPLER 20 SH,2022/1/8
1787,1JC-22010812011,KANSAI RAIN BLOCK GREY 684-001 4KG,2022/1/8
1788,1JC-22010812011,# ISOLASI KERTAS 1 NACI,2022/1/8
1789,1JC-22010812011,"# WD 4X1,2 CUTTING WELL",2022/1/8
1790,1JC-22010812011,# GRENDEL ALUM VINTAGE 2 INC SN,2022/1/8
1791,1JC-22010812011,"VINCITORY ENGSEL STAINLESS 3X2,5X2,5 (304)",2022/1/8
1792,1JC-22010812011,FTALIT KF-544 BLACK DOFF 1KG,2022/1/8
1793,1JC-22010812011,FAN BRAND PAINT THINNER 5LT,2022/1/8
1794,1JC-22010812011,NIPPON PYLOX 270 SURFACER 300CC,2022/1/8
1795,1JC-22010812011,NIPPON PYLOX 128A MATT CLEAR 300CC,2022/1/8
1834,1JC-22010812037,POWER GUTTER 140MM (TALANG AIR PVC),2022/1/8
1835,1JC-22010812037,POWER GUTTER CAP (TUTUP TALANG PVC),2022/1/8
1836,1JC-22010812037,ISARPLAS TUBE 45 GR,2022/1/8
1837,1JC-22010812037,POWER FIT GUTTER UNION (SAMBUNGAN TALANG PVC),2022/1/8
1838,1JC-22010812037,POWER GUTTER OUTLET (CORONG TALANG PVC),2022/1/8
1839,1JC-22010812037,TEE GREST 3,2022/1/8
1840,1JC-22010812037,# KUAS CAT 633 ETERNA 1 1/2 INC,2022/1/8
1903,1JC-22010831002,MAKTEC MT60 MESIN BOR TANGAN 10MM,2022/1/8
1904,1JC-22010831002,PVC TEE AW 1,2022/1/8
1905,1JC-22010831002,PIPA WAVIN D 2 1/2,2022/1/8
1906,1JC-22010831002,PVC ELBOW AW 1/2,2022/1/8
1907,1JC-22010831002,"PIPA WP RED 16-50MTR PN 12,5",2022/1/8
1908,1JC-22010831002,PIPA WAVIN AW 1,2022/1/8
1909,1JC-22010831002,PVC ELBOW AW 1,2022/1/8
1910,1JC-22010831002,PIPA WAVIN AW 1/2,2022/1/8
1911,1JC-22010831002,TEE GREST 3,2022/1/8
1933,1JC-22010831012,LEM PVC RAJAWALI 45GRAM (LEM PIPA PVC),2022/1/8
1934,1JC-22010831012,UNNU BALLVALVE PVC PVBV02 1/2,2022/1/8
1935,1JC-22010831012,AWET KERAN WASTAFEL WK 02,2022/1/8
1936,1JC-22010831012,PVC FAUCET TEE AW 1/2,2022/1/8
1937,1JC-22010831012,TRILLIUN BASIC ELBOW 1 TS ABU,2022/1/8
1938,1JC-22010831012,PVC TEE AW 1,2022/1/8
1939,1JC-22010831012,WASTAFEL VOLK P01 WALL HUNG LAVATORY WHITE,2022/1/8
1940,1JC-22010831012,STAINLESS SPIRAL FLEXIBLE 4212-21AU 60,2022/1/8
1941,1JC-22010831012,PVC FAUCET ELBOW AW 1/2,2022/1/8
1977,1JC-22010831040,# SEKRUP GYPSUM 1X6,2022/1/8
1978,1JC-22010831040,VISER X6 (FISHER),2022/1/8
1979,1JC-22010831040,# MATA GERGAJI SANDFLEX 24T,2022/1/8
1980,1JC-22010831040,# SIKU RAK TEBAL 5X6 (155),2022/1/8
1981,1JC-22010831040,# SEKRUP GYPSUM 1 1/2X6,2022/1/8
1982,1JC-22010831040,# SEKRUP GYPSUM 1 1/4X6,2022/1/8
1983,1JC-22010831040,# SEKRUP GYPSUM 3/4X6,2022/1/8
2088,1JC-22010912026,# SOCK SELANG 1/2X5/8,2022/1/9
2089,1JC-22010912026,# AFUR BAK CUCI PIRING STAINLESS 8931,2022/1/9
2090,1JC-22010912026,# KLEM SELANG 7/8,2022/1/9
2091,1JC-22010912026,TRILLIUN SELANG SUPERFLEX 5/8X50M,2022/1/9
2092,1JC-22010912026,SINK TAP WALL HS-S109C SS,2022/1/9
2093,1JC-22010912026,# KRAN WASTAFEL 01 APOLLO SANITARY,2022/1/9
2094,1JC-22010912026,SHOWER TAP HS-H101C ZN,2022/1/9
2095,1JC-22010912026,FLUSSO KRAN PBL1 KDB ZC-S (660),2022/1/9
2096,1JC-22010912026,# SELANG FLEXIBLE 40CM,2022/1/9
2236,1JC-22010931014,LEM PUTIH RAJAWALI 0.8KG,2022/1/9
2237,1JC-22010931014,# HANDLE BULAT PVC GNP,2022/1/9
2238,1JC-22010931014,ACE 110MM COVER + FRAME MINI ROLLER BUDGET,2022/1/9
2239,1JC-22010931014,# METERAN AIR PVC SNI,2022/1/9
2240,1JC-22010931014,UNNU BALLVALVE PVC PVBV02 3/4,2022/1/9
2241,1JC-22010931014,PIPA WAVIN AW 3/4,2022/1/9
2242,1JC-22010931014,KANSAI PROPERTY BLUE STUDIO 063 5KG,2022/1/9
2243,1JC-22010931014,SEAL TAPE DCOTA 10M NEW 480,2022/1/9
2244,1JC-22010931014,PVC ELBOW AW 3/4,2022/1/9
2245,1JC-22010931014,PVC SOCKET AW 3/4,2022/1/9
2246,1JC-22010931014,LEM PVC TRUGLUE 400GR,2022/1/9
2247,1JC-22010931014,# KRAN AMICO JUMBO 3/4,2022/1/9
2268,1JC-22010931029,SEAL TAPE ONDA 10M 12MM ST,2022/1/9
2269,1JC-22010931029,# 3/4 KRAN SOLIGEN A08,2022/1/9
2270,1JC-22010931029,PVC FAUCET ELBOW MI AW 3/4,2022/1/9
2271,1JC-22010931029,GRAND ELEPHANT BATA RINGAN 60X20X10,2022/1/9
2272,1JC-22010931029,SEMEN GRESIK 40KG,2022/1/9
2273,1JC-22010931029,ISARPLAS TUBE 45 GR,2022/1/9
2274,1JC-22010931029,PVC SOCKET AW 3/4,2022/1/9
2275,1JC-22010931029,# GEMBOK SOLIGEN NOMER 20MM 3 DIGIT PLC203,2022/1/9
2319,1JC-22010931056,ACE 9 SCRAPER PLASTERBOARD,2022/1/9
2320,1JC-22010931056,# NO.9 KLEM IMUNDEX,2022/1/9
2321,1JC-22010931056,ACE 110MM MINI ROLLER COVER BUDGET,2022/1/9
2322,1JC-22010931056,FTALIT KF-559 WHITE DOFF 1KG,2022/1/9
2323,1JC-22010931056,# MATA GERGAJI SANDFLEX 24T,2022/1/9
2324,1JC-22010931056,# AMPLAS DUCO FUJI STAR NO. 1000,2022/1/9
2325,1JC-22010931056,LEM PUTIH RAJAWALI 0.8KG,2022/1/9
2326,1JC-22010931056,# KAPI GAGANG KARET 2 1/2 INC,2022/1/9
2327,1JC-22010931056,ACE 110MM COVER + FRAME MINI ROLLER BUDGET,2022/1/9
2564,1JC-22011031051,PVC FAUCET SOCKET AW 3/4,2022/1/10
2565,1JC-22011031051,2IN1 ZINC CHROMATE 3118 INDUSTRIAL GREY 5K,2022/1/10
2566,1JC-22011031051,PVC SOCKET AW 1,2022/1/10
2567,1JC-22011031051,PVC FAUCET SOCKET AW 1,2022/1/10
2568,1JC-22011031051,PVC PLUG AW 3/4,2022/1/10
2569,1JC-22011031051,PVC VALVE SOCKET AW 1,2022/1/10
2570,1JC-22011031051,SHEET ROLL ZINCALUME 0.30MM X 600MM KENCANA,2022/1/10
2594,1JC-22011112008,TROPIC PASTEL 585-631 5KG,2022/1/11
2595,1JC-22011112008,# ISOLASI/PERBAN GYPSUM,2022/1/11
2596,1JC-22011112008,CAT PARAGON PUTIH 5KG,2022/1/11
2597,1JC-22011112008,KUAS CAP MATA BAGUS 4INC,2022/1/11
2598,1JC-22011112008,KUAS CAP MATA BAGUS 1INC,2022/1/11
2599,1JC-22011112008,ACE 230MM ROLLER COVER BUDGET,2022/1/11
2600,1JC-22011112008,LEM PUTIH RAJAWALI 0.8KG,2022/1/11
2601,1JC-22011112008,# CAT MINYAK AGA PUTIH 100GR (ENAMEL PAINT),2022/1/11
2602,1JC-22011112008,SEMEN PUTIH TIGA RODA WC 1KG,2022/1/11
2603,1JC-22011112008,CORNIS A PLUS ADHESIVE 1KG,2022/1/11
2630,1JC-22011112025,# SEKRUP GYPSUM 1 1/4X6,2022/1/11
2631,1JC-22011112025,TRILLIUN PUREFLO ELBOW AW 3/4,2022/1/11
2632,1JC-22011112025,"PIPA WP RED 16-50MTR PN 12,5",2022/1/11
2633,1JC-22011112025,# DOUBLE NEPEL KROM 1/2X1/2,2022/1/11
2634,1JC-22011112025,KLEM 16MM PUTIH WESTPEX,2022/1/11
2635,1JC-22011112025,PVC SOCKET AW 3/4,2022/1/11
2636,1JC-22011112025,ISARPLAS TUBE 45 GR,2022/1/11
2637,1JC-22011112025,# FISHER S6,2022/1/11
2638,1JC-22011112025,S16-1/2F COOPER,2022/1/11
2639,1JC-22011112025,PVC FAUCET ELBOW MI AW 1/2 X 3/4,2022/1/11
2640,1JC-22011112025,UNNU SEAL TAPE 01,2022/1/11
2659,1JC-22011129002,SENG TALANG GM TEBAL 0.25MMX90CM (PLAT ROLL GMR),2022/1/11
2660,1JC-22011129002,"# WD 4X1,2 CUTTING WELL",2022/1/11
2661,1JC-22011129002,ALDO MAGNETIC SOCKET 65LX1/4 5PCS,2022/1/11
2662,1JC-22011129002,# TRIPLEK FULL MERANTI UK.5X4X8,2022/1/11
2663,1JC-22011129002,# PAKU RIVET 540,2022/1/11
2664,1JC-22011129002,# DRILLING 8X13,2022/1/11
2665,1JC-22011129002,# ENGSEL ERDOS 3 PUTIH,2022/1/11
2723,1JC-22011131006,ACE 110MM MINI ROLLER COVER BUDGET,2022/1/11
2724,1JC-22011131006,NIPPON 5400 WALL SEALER 2.5L,2022/1/11
2725,1JC-22011131006,NIPPE 2000-196 POLAR WHITE MIT 1LT,2022/1/11
2726,1JC-22011131006,# THINNER A SPECIAL HI GLOSS BOTOL 1 LITER SRIKAYA,2022/1/11
2727,1JC-22011131006,# ISOLASI KERTAS 1 NACI,2022/1/11
2728,1JC-22011131006,# ISOLASI KERTAS 2 NACI,2022/1/11
2729,1JC-22011131006,ACE 230MM ROLLER COVER BUDGET,2022/1/11
2730,1JC-22011131006,NIPPON HI-EPOXY FILLER BASE WHITE 0.8L,2022/1/11
2731,1JC-22011131006,# KUAS CAT 633 ETERNA 2 1/2 INC,2022/1/11
2732,1JC-22011131006,ACE 110MM COVER + FRAME MINI ROLLER BUDGET,2022/1/11
2733,1JC-22011131006,NIPSEA AUTOLUX 66 PE PUTTY BASE 0.98K,2022/1/11
2734,1JC-22011131006,# KAIN MAJUN PUTIH,2022/1/11
2777,1JC-22011131039,SEMEN GRESIK 1KG,2022/1/11
2778,1JC-22011131039,VALVE SOCK PUREFLO 1 AW ABU,2022/1/11
2779,1JC-22011131039,PRIMA METERAN 5M,2022/1/11
2780,1JC-22011131039,PVC REDUCER SOCKET AW 1X1 1/2,2022/1/11
2781,1JC-22011131039,PVC PLUG AW 1/2,2022/1/11
2782,1JC-22011131039,TRILLIUN WATER MUR 1 TS,2022/1/11
2783,1JC-22011131039,DCOTA CHECK VALVE 1INC KUNINGAN,2022/1/11
2844,1JC-22011212015,AMPLAS ROLL SIKEN ECO GRID 100,2022/1/12
2845,1JC-22011212015,ACE 110MM COVER + FRAME MINI ROLLER BUDGET,2022/1/12
2846,1JC-22011212015,# BATU NIPPON RESIBON 4X6 JP (100X6X16),2022/1/12
2847,1JC-22011212015,#THINNER B BOTOL 1LT SRIKAYA EMAS,2022/1/12
2848,1JC-22011212015,"# WD 4X1,2 CUTTING WELL",2022/1/12
2849,1JC-22011212015,# KAWAT LAS NIKKO STEEL RD-460 2MM,2022/1/12
2850,1JC-22011212015,PEDANG MENI BESI HIJAU 1KG,2022/1/12
3101,1JC-22011312009,SEAL TAPE ONDA 10M 12MM ST,2022/1/13
3102,1JC-22011312009,# 1/2 KRAN SOLIGEN D03,2022/1/13
3103,1JC-22011312009,PVC FAUCET ELBOW MI AW 1/2,2022/1/13
3104,1JC-22011312009,PVC TEE AW 1/2,2022/1/13
3105,1JC-22011312009,ISARPLAS TUBE 45 GR,2022/1/13
3106,1JC-22011312009,# PAKU BETON HITAM DONKEY HORSE 20,2022/1/13
3107,1JC-22011312009,PVC ELBOW AW 1/2,2022/1/13
3108,1JC-22011312009,ORIS KLEM PIPA OCP 1/2,2022/1/13
3206,1JC-22011329001,PVC REDUCER SOCKET AW 1X1 1/4,2022/1/13
3207,1JC-22011329001,PVC VALVE SOCKET AW 1X3/4,2022/1/13
3208,1JC-22011329001,PVC VALVE SOCKET AW 1,2022/1/13
3209,1JC-22011329001,SEAL TAPE DCOTA 10M NEW 480,2022/1/13
3210,1JC-22011329001,PVC ELBOW AW 1,2022/1/13
3211,1JC-22011329001,PVC REDUCER SOCKET AW 1 1/4X3/4,2022/1/13
3212,1JC-22011329001,# BALLVALVE PVC SOLIGEN TAIWAN 3/4 CN001,2022/1/13
3213,1JC-22011329001,# BALLVALVE JIA RONG 1,2022/1/13
3214,1JC-22011329001,TRILLIUN PUREFLO ELBOW AW 3/4,2022/1/13
3215,1JC-22011329001,PVC TEE D 1 1/4,2022/1/13
3216,1JC-22011329001,# WATER MUR DRAT LUAR SOLIGEN CN007 1X3/4INC,2022/1/13
3217,1JC-22011329001,PIPA WAVIN AW 3/4,2022/1/13
3218,1JC-22011329001,PIPA WAVIN D 1 1/4,2022/1/13
3245,1JC-22011329022,CAT SAMURAI DARK BLUISH GREY Y367* 400ML,2022/1/13
3246,1JC-22011329022,LEM DEXTONE CYANOACRYLATE ADHESIVE SG 15 GRAM,2022/1/13
3247,1JC-22011329022,# ALAT TEMBAK LEM EL GLADIO,2022/1/13
3248,1JC-22011329022,LEM DEXTONE MULTI PURPOSE T.CLEAR 300ML,2022/1/13
3249,1JC-22011329022,# AMPLAS DUCO FUJI STAR NO. 1200,2022/1/13
3250,1JC-22011329022,RJ GREEN AXIS BUTANE GAS 230GR (OP-RGA),2022/1/13
3251,1JC-22011329022,# BLOW LAMP TORCH MULTIPURPOSE 920,2022/1/13
3281,1JC-22011331003,NIPPON FLAW-LESS PASTEL BASE 2.35 L,2022/1/13
3282,1JC-22011331003,ACE 9 SCRAPER PLASTERBOARD,2022/1/13
3283,1JC-22011331003,#THINNER B BOTOL 500 FULL SRIKAYA EMAS,2022/1/13
3284,1JC-22011331003,SEMEN PUTIH TIGA RODA WC 1KG,2022/1/13
3285,1JC-22011331003,# KUAS CAP MATA 5,2022/1/13
3286,1JC-22011331003,NIPPON ELASTEX PASTEL BASE 4KG,2022/1/13
3287,1JC-22011331003,LEM PUTIH RAJAWALI 0.8KG,2022/1/13
3288,1JC-22011331003,# KUAS CAT 633 ETERNA 1 1/2 INC,2022/1/13
3289,1JC-22011331003,BEE BRAND 1000-9102 WHITE 0.4L,2022/1/13
3416,1JC-22011412017,ACE 7 SCRAPER PLASTERBOARD,2022/1/14
3417,1JC-22011412017,# KUAS MDN 3INC,2022/1/14
3418,1JC-22011412017,ALCAPLAST SKIMCOAT GREY AP 100 5KG,2022/1/14
3419,1JC-22011412017,# AMPLAS ROLL PRIMERO 120,2022/1/14
3420,1JC-22011412017,# KAPI GAGANG KARET 3 INC,2022/1/14
3421,1JC-22011412017,# KAPI GAGANG KARET 2 1/2 INC,2022/1/14
3422,1JC-22011412017,KUAS ROLLER NP 9INC 1000,2022/1/14
